id,PROHIBE_JORNADA,PROHIBE_CLASES,CONFISCACION,PROHIBE_FOTOS,RESTRINGE_USO,USO_INAPR,PROTOCOLO_USO,PROHIBE_REDES,SIN_REGULACION,PROHIBE_LABORAL
24307,0,1,1,1,1,0,1,1,0,0
24311,0,0,0,0,1,0,0,1,0,0
24313,0,1,1,0,1,1,0,0,0,0
24314,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24314.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24314.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24314.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24314.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24314.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24314.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24314.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24314.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24314.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24314.pdf is not a valid file or url
24316,0,1,1,0,1,1,0,0,0,0
24324,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24324.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24324.pdf is not a valid file or url
24327,0,0,1,1,0,1,0,1,0,0
24329,0,1,0,1,1,1,0,0,1,0
24338,0,1,1,0,1,0,0,0,0,0
24400,0,1,1,1,1,1,0,0,0,0
24403,0,1,1,1,1,1,1,0,0,0
24405,1,1,1,0,1,0,0,0,0,0
24406,0,1,0,0,1,1,0,0,0,0
24407,0,1,0,0,1,1,0,1,0,0
24410,0,1,0,1,1,0,0,0,0,0
24412,0,0,0,1,0,0,0,0,0,0
24420,1,1,1,1,1,1,0,0,0,0
24423,0,1,1,0,1,1,0,0,0,0
24424,0,1,1,1,1,1,0,0,0,0
24426,0,1,1,1,1,0,0,0,0,0
24427,0,1,1,1,1,1,1,0,0,0
24428,0,0,0,0,0,1,0,1,1,0
24431,0,1,1,1,1,0,1,0,0,1
24446,0,0,0,0,0,1,0,0,0,0
24448,0,1,1,0,1,1,1,1,0,0
24473,0,0,0,0,0,1,0,0,0,0
24486,1,1,1,0,1,1,1,0,0,0
24489,0,0,1,0,1,0,0,1,0,1
24496,0,0,0,1,1,1,0,0,0,0
24498,0,1,1,1,1,1,1,0,0,0
24520,0,1,1,1,1,1,0,0,0,0
24558,0,0,1,1,1,1,0,0,0,0
24622,0,0,0,0,1,1,0,0,0,0
24624,0,1,1,0,1,1,0,0,0,0
24625,0,1,1,1,1,1,0,0,0,0
24626,0,1,1,0,1,1,1,0,0,0
24627,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24627.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24627.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24627.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24627.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24627.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24627.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24627.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24627.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24627.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24627.pdf is not a valid file or url
24638,0,0,1,0,0,0,1,0,0,0
24647,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24647.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24647.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24647.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24647.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24647.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24647.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24647.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24647.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24647.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24647.pdf is not a valid file or url
24652,0,0,0,0,0,1,0,0,0,0
24654,0,0,0,1,0,0,0,0,0,0
24657,0,0,0,0,0,0,0,0,0,0
24675,0,1,1,1,1,1,0,1,0,0
24685,0,0,0,0,1,0,0,0,0,0
24686,1,1,1,1,1,1,0,0,0,0
24713,1,1,1,1,1,1,1,0,0,1
24714,0,1,0,0,1,1,1,0,0,1
24715,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24715.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24715.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24715.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24715.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24715.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24715.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24715.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24715.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24715.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24715.pdf is not a valid file or url
24716,0,0,0,1,0,1,0,0,0,0
24718,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24718.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24718.pdf is not a valid file or url
24719,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24719.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24719.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24719.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24719.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24719.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24719.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24719.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24719.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24719.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24719.pdf is not a valid file or url
24723,0,0,0,1,1,1,0,0,0,0
24725,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24725.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24725.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24725.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24725.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24725.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24725.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24725.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24725.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24725.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24725.pdf is not a valid file or url
24730,0,0,1,0,1,1,1,1,0,0
24733,0,1,1,0,1,1,0,0,0,0
24756,0,1,1,0,1,1,1,0,0,1
24758,0,1,1,1,1,1,1,0,0,0
24759,0,1,0,1,1,0,1,0,0,0
24761,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24761.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24761.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24761.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24761.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24761.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24761.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24761.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24761.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24761.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24761.pdf is not a valid file or url
24766,0,1,0,0,1,1,0,1,0,1
24769,0,1,1,0,1,1,0,0,0,0
24782,0,0,0,0,0,0,0,1,0,0
24783,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24783.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24783.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24783.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24783.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24783.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24783.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24783.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24783.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24783.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24783.pdf is not a valid file or url
24790,0,0,0,0,0,1,0,0,0,0
24795,0,1,1,1,1,0,0,0,0,0
24800,0,0,0,0,0,1,0,0,0,0
24812,1,0,0,0,1,0,0,0,0,0
24822,0,1,1,0,1,1,1,1,0,1
24836,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24836.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24836.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24836.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24836.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24836.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24836.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24836.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24836.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24836.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24836.pdf is not a valid file or url
24842,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24842.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24842.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24842.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24842.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24842.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24842.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24842.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24842.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24842.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24842.pdf is not a valid file or url
24856,0,1,0,1,1,1,0,1,0,0
24864,0,1,1,1,1,1,1,1,0,0
24873,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24873.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24873.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24873.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24873.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24873.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24873.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24873.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24873.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24873.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24873.pdf is not a valid file or url
24874,0,1,1,0,1,1,0,0,0,0
24876,0,1,1,1,1,1,1,0,0,0
24878,0,1,1,1,1,1,0,0,0,0
24879,0,1,0,0,0,1,0,0,0,0
24881,0,1,1,1,1,1,1,0,0,0
24885,0,0,0,0,1,0,1,0,0,0
24889,0,0,1,1,0,1,0,1,0,0
24892,0,1,1,1,1,1,1,0,0,0
24894,0,1,0,0,1,1,0,0,0,1
24897,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24897.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24897.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24897.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24897.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24897.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24897.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24897.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24897.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24897.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24897.pdf is not a valid file or url
24898,0,1,1,0,1,1,0,0,0,0
24903,0,0,0,0,0,0,0,0,0,0
24906,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24906.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24906.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24906.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24906.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24906.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24906.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24906.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24906.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24906.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24906.pdf is not a valid file or url
24907,1,1,1,0,1,1,0,0,0,0
24908,0,1,1,1,1,1,1,0,0,0
24913,0,1,0,0,1,0,0,0,0,1
24916,0,1,1,0,1,1,1,0,0,0
24930,0,0,0,0,0,0,0,0,0,0
24931,0,0,0,0,0,0,0,0,0,0
24935,0,1,0,0,1,1,0,0,0,0
24954,0,1,1,1,1,1,0,0,0,0
24959,0,1,1,0,1,1,0,1,0,0
24963,0,1,1,0,1,1,1,0,0,0
24966,0,1,0,0,0,1,0,0,0,0
24971,0,0,1,0,1,0,1,0,0,0
24976,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24976.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24976.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24976.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24976.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24976.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24976.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24976.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24976.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24976.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24976.pdf is not a valid file or url
24977,0,1,1,1,1,1,1,0,0,1
24978,0,0,1,1,1,1,1,0,0,0
24979,0,1,1,1,1,1,1,1,0,0
24985,0,0,0,1,1,1,0,0,0,0
24986,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24986.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24986.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24986.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24986.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24986.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24986.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24986.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24986.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24986.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_24986.pdf is not a valid file or url
24987,0,1,1,1,1,1,1,0,0,0
24988,0,1,1,0,1,1,1,0,0,1
24989,1,1,1,0,1,1,1,1,0,0
24995,0,1,1,0,1,1,0,0,0,0
24997,0,1,0,0,0,1,0,0,0,0
24999,0,1,1,1,1,1,1,0,0,0
25002,0,1,1,1,1,1,0,1,0,0
25005,0,0,1,1,0,1,1,0,0,0
25009,0,0,0,0,0,1,1,0,0,0
25012,0,0,0,0,0,1,0,0,0,0
25017,0,1,0,0,1,1,1,0,0,1
25027,0,0,0,0,0,1,0,0,0,0
25028,0,1,1,0,1,0,0,0,0,0
25034,1,1,1,1,1,1,1,0,0,0
25038,0,0,0,0,1,1,1,0,0,0
25041,0,0,0,0,1,0,0,0,0,0
25042,1,1,1,0,1,1,0,0,0,0
25043,0,1,1,1,1,1,1,0,0,0
25047,0,1,0,1,1,1,0,1,0,1
25050,0,0,0,0,0,0,0,0,0,0
25055,0,1,1,1,1,1,0,1,1,0
25058,0,0,0,0,0,1,0,0,0,0
25059,0,0,0,1,1,1,0,1,0,0
25061,0,0,0,0,1,1,0,0,0,0
25062,0,0,0,0,0,1,0,0,0,0
25065,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25065.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25065.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25065.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25065.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25065.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25065.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25065.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25065.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25065.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25065.pdf is not a valid file or url
25071,1,1,1,1,1,0,1,0,0,0
25073,0,0,0,0,0,0,0,0,0,0
25082,0,0,0,1,0,0,0,0,0,0
25084,1,1,1,0,1,1,0,0,0,0
25085,0,1,1,0,1,1,0,0,0,1
25087,0,0,0,0,0,0,1,0,0,0
25089,0,1,0,0,1,1,0,0,0,0
25094,0,0,0,0,0,1,1,0,0,0
25098,0,1,0,1,1,0,0,0,0,0
25101,0,1,1,1,1,1,0,0,0,0
25107,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25107.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25107.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25107.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25107.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25107.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25107.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25107.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25107.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25107.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25107.pdf is not a valid file or url
25121,1,1,1,0,1,0,0,1,0,0
25127,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25127.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25127.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25127.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25127.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25127.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25127.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25127.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25127.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25127.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25127.pdf is not a valid file or url
25129,0,1,1,1,1,1,1,0,0,1
25130,0,0,0,0,0,0,0,0,0,0
25132,0,0,0,1,0,1,1,1,0,0
25136,0,0,0,0,0,0,0,0,0,0
25142,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25142.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25142.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25142.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25142.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25142.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25142.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25142.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25142.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25142.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25142.pdf is not a valid file or url
25155,0,1,0,0,1,1,0,0,0,0
25160,1,1,1,0,1,1,1,0,0,0
25162,0,0,0,1,0,0,0,0,0,0
25166,0,1,0,0,1,1,0,0,0,0
25171,0,1,1,0,1,1,1,1,0,0
25172,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25172.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25172.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25172.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25172.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25172.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25172.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25172.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25172.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25172.pdf is not a valid file or url,Exception occurred. Please try again: File path ./muestra/ReglamentoConvivencia_25172.pdf is not a valid file or url
